ids,batches,summaries
121643,empres dedic log stic manten tractocamion busc auxili administr siguient funcion : cotizaci n b squed contact proveedor seguimient refaccion solicit elabor tabl compar preci refaccion llev cab inspeccion semanal unidad seg n instruccion cordinaci n atenci n seguimient cierr rescat carreter creaci n seguimient cierr orden trabaj creaci n seguimient cierr orden compr seguimient recopilaci n evident manten correct prevent unidad atenci n client control incident oper control combust unidad control vi tic oper recopil control evident operaci n log stic monitore unidad tiemp real aplic protocol segur cas alg n siniestr contact oper apoy general coordin log stic hom offic lun dom rol turn descans seman : : hrs : : hrs : : hrs tip puest : tiemp complet salari : mes horari : inclu fin seman turn hor prestacion : val despens pregunt s postulaci n : cu l pretensi n econ mic educaci n : licenciatur trunc curs deseabl experient : auxili administr : nbsp deseabl rea log stic : nbsp deseabl lug trabaj : remot,"Job Information:
- Job Title: Administrative Assistant
- Job Objective: To provide administrative support in the logistics and maintenance department of a trucking company.
- Responsibilities/Key Duties: 
  - Requesting and comparing prices for spare parts
  - Tracking and coordinating with suppliers
  - Inspecting trucks weekly
  - Creating and closing work orders
  - Coordinating and monitoring roadside assistance
  - Maintaining records of maintenance and repairs
  - Assisting with logistics operations and monitoring vehicle performance
- Qualifications/Requirements: 
  - Bachelor's degree (in progress or completed) in a relevant field
  - Previous experience as an administrative assistant, preferably in the logistics area
- Preferred Skills/Experience: 
  - Knowledge of logistics operations
  - Ability to work remotely

About the Company and Compensation and Benefits:
- Company: A logistics and maintenance company in the trucking industry
- Location: Not specified
- Culture/Values/Mission: Not specified
- Compensation: Monthly salary, full-time position
- Working Hours: Including weekends, with rotating shifts and a weekly day off
- Additional Benefits: Meal vouchers, questionnaires about economic expectations and education, desirable experience in logistics area."
121644,qui n busc visi n negoci emprendedor gust relacion p blic trat person facil palabr motiv ambici experient vent deseabl enfoqu result alto rendimient altas expect econ mic apasion ayud person proteg mas import ofrec capacitaci n constant respald comercial oper bon result hom offic gananci top viaj reconoc convencion convencion estabil crecimient laboral cort plaz estabil financ tip puest : tiemp complet salari : mes prestacion : horari flexibl trabaj cas tip compens : bon anual bon product bon mensual bon trimestral experient : product financier : nbsp deseabl vent direct : nbsp deseabl lug trabaj : remot,"Job Information:
- Job Title: Visionary Entrepreneurial Business Development Specialist
- Job Objective: To establish and maintain public relations, build relationships, and promote the company's products/services.
- Responsibilities/Key Duties: Engage with potential clients, communicate effectively, motivate and inspire individuals, achieve high-performance results, meet and exceed economic expectations, provide protection and support, offer continuous training, and contribute to the company's growth.
- Qualifications/Requirements: Strong entrepreneurial mindset, excellent communication skills, motivation and ambition, previous experience in sales or business development, desirable focus on achieving high results.
- Preferred Skills/Experience: Financial product knowledge, desirable direct sales experience.

About the Company and Compensation and Benefits:
- Company: Not specified.
- Location: Remote work.
- Culture/Values/Mission: Not specified.
- Compensation: Full-time position with a monthly salary and flexible working hours.
- Additional Perks: Annual, monthly, and quarterly bonuses, financial stability, top earnings, travel opportunities, recognition, conventions, and growth opportunities."
121645,mexico remote job id r category project leadership role thank interest parexel happy connect li remote,"Job Information:
The job opening is for a remote project leadership role at Parexel. The specific position being advertised is not mentioned in the job opening. The responsibilities and key duties of the position are not provided. The qualifications and requirements for the position are not mentioned. Preferred skills and experience are not mentioned.

About the company and Compensation and Benefits:
The company name is Parexel. The location of the job is remote, specifically in Mexico. No information about the company culture, values, or mission is provided. There is no mention of the compensation and benefits associated with the job."
121646,year clinical research experience study management startup project manager experience country trial manager responsible study postedhoy,"Job Information:
The job opening is for a project manager position in a startup company. The main objective of the position is to manage clinical research studies. The responsibilities include overseeing the study management process, ensuring the successful execution of trials, and being responsible for the overall study. The position requires at least one year of clinical research experience and experience as a project manager. The qualifications include knowledge of study management and trial management. Preferred skills/experience may include experience in startup environments and country trial management.

About the company and Compensation and Benefits:
No information about the company, location, culture, values, or mission is provided in the job opening. Similarly, there is no mention of compensation and benefits or any additional perks associated with the job."
121648,mirai advisory firm global dedic ofrec solucion tecnol gic dat equip riesg financier regulaci n alm asset amp liability management principal banc fintechs global model destac especializaci n capac integral end to end orientaci n resolv problem mental crecimient busc manag funcional proactiv creativ lider proyect comp client m xic unid brasil colabor desarroll nuev oportun merc manag funcional cu requer licenciatur ingeni stic contabil finanz actu experient trabaj consultor client financier experient trabaj posici n supervisor manag experient trabaj proyect tecnolog oper banc espec fic riesg financier alm asset and liability management regulaci n bancari financ experient liderazg gesti n desarroll equip experient gesti n proyect multidisciplinar afront nuev ret context inciert capac establec relacion colabor larg plaz nivel ingl s avanz c deseabl maestr disciplin cuantit finanz certificaci n frm cfa pmp experient trabaj proyect relacion tecnolog as big dat cloud experient proyect relacion foreign exchang relacion potencial client sector financier cu ser n respons lider proyect transformaci n tecnol gic dat banc fintechs l der m xic unid brasil asegur calid proyect rentabil mism desarroll negoci client serv aprovech recurs dispon comp contribu crecimient equip mirai regi n crecimient profesional equip actual estrech colaboraci n departament person comp apoy equip senior comp exploraci n desarroll nuev oportun negoci merc mencion merc adyacent colabor equip senior definici n ejecuci n agend transformaci n comp zon trabaj : m xic remot reunion presencial puntual relacion proyect activ desarroll negoci mirai empres ofrec iguald oportun acept solicitud segment socied discrimin motiv raz religi n creenci orig tnic nacional discapac edad ciudad civil orientaci n sexual ident g ner ning n motiv proteg legislaci n actual,"Job Information:
- Job Title: Manager, Functional Project
- Job Objective: To provide comprehensive end-to-end solutions for financial risk management and regulatory compliance in the banking and fintech sectors.
- Responsibilities/Key Duties: Leading functional project teams, resolving complex problems, driving growth, collaborating with clients, developing new business opportunities, managing functional requirements, supervising project technology operations, and managing financial risks.
- Qualifications/Requirements: Bachelor's degree in finance, accounting, or engineering, experience in consulting and financial risk management, leadership and project management skills, proficiency in English, and preferably a master's degree or certification in quantitative finance (FRM, CFA, PMP).
- Preferred Skills/Experience: Experience in big data and cloud technologies, foreign exchange, and potential clients in the financial sector.

About the Company and Compensation and Benefits:
- Company: Mirai Advisory Firm
- Location: Mexico, with remote work and occasional in-person meetings.
- Culture and Values: Proactive, creative, and project-oriented with a focus on client satisfaction and long-term collaboration.
- Compensation and Benefits: Competitive compensation, opportunities for professional growth, collaboration with senior team members, and exploration of new business opportunities. The company values diversity and equal opportunities."
121649,description experienced product manager passion driving innovation delivering exceptional result youre seeking challenging opportunity lead shape digital product perfect role currently looking senior product manager join dynamic team epam liaison team client business product management organization play pivotal role fostering productive relationship delivering outstanding solution join u part innovative collaborative environment skill expertise make significant impact candidate fluent english encouraged apply let create brighter digital future together epam leading global provider digital platform engineering development service committed positive impact customer employee community embrace dynamic inclusive culture collaborate multi national team contribute myriad innovative project deliver creative cutting edge solution opportunity continuously learn grow matter located join dedicated creative diverse community help discover fullest potential responsibility liaison epam team client business product management organization fostering productive collaborative relationship establish effective collaboration different role practice inside epam including account management delivery management design business consulting organization identify track realize business value opportunity client align product vision company strategy business objective working closely client leadership team develop manage maintain long term product roadmap outline future release initiative capability translate business capability target product feature recommend document requirement product capability supported market research regular interaction client customer manage product milestone effectively communicate relevant stakeholder facilitate guide discussion various product stakeholder promoting understanding product capability responsibility expected outcome value priority drive team alignment buy overarching product vision conduct product demo workshop showcase feature capability stakeholder user ass competitive product trend inform product decision positioning establish metric measure effectiveness success product release coach mentor junior product manager setting positive example team collaboration problem solving product centric thinking requirement year experience product manager software industry demonstrated experience digital product management experience consulting service solution industry plus strategic thinker ability formulate comprehensive product strategy understanding market trend competitive landscape product space focused understanding delighting customer end user expertise least one business domain demonstrated desire readiness learn navigate new business domain fast proven ability influence without authority ability advocate best course action face objection always keeping user mind capacity influence decision making across wide variety role level organization proven track record successfully launching product key product functionality market strong understanding product management team structured deliver value proven experience building leading successful product management organization strong plus previous experience demonstrated success working multiple agile product development team depth understanding common agile software development framework scrum kanban le safe etc understanding application lean principle rapid build measure learn cycle clear comprehension creates value excellent interpersonal communication presentation skill strong stakeholder management ability strong knowledge product kpis ability derive insight data translate business requirement proficiency using product management software tool experience mentoring junior product manager team member considered plus technology scrum kanban le safe offer career plan real growth opportunity unlimited access linkedin learning solution international mobility plan within country constant training mentoring online corporate course elearning english class certified teacher support employee initiative algorithm club toastmaster agile club enjoyable working environment gaming room napping area amenity event sport team flexible work schedule dress,"Job Information:

Job Title: Senior Product Manager
Job Objective: Lead and shape digital product development, fostering a productive relationship with clients and delivering outstanding solutions.
Responsibilities/Key Duties: Liaise with clients and the product management organization, develop and manage product roadmaps, conduct market research, facilitate stakeholder discussions, and promote understanding of product capabilities.
Qualifications/Requirements: At least 1 year of experience as a product manager in the software industry, demonstrated experience in digital product management, strategic thinking, ability to influence without authority, and proficiency in using product management software tools.
Preferred Skills/Experience: Previous experience in consulting or service solution industry, expertise in at least one business domain, proven success in launching products, strong knowledge of product KPIs, and experience mentoring junior product managers.

About the company and Compensation and Benefits:

Company: EPAM
Location: Not specified
Culture/Values/Mission: EPAM is a leading global provider of digital platform engineering and development services. They are committed to making a positive impact on customers, employees, and the community. They embrace a dynamic and inclusive culture and encourage collaboration in a multi-national team.
Compensation and Benefits: Not specified"
121650,dental assistant please apply position desire work remotely united state canadien uk based company looking english speaking mexico based dental assistant work various role across north america europe tele help mexico amp la vega based business process organization bpo focus providing skilled staff partner united state europe founder recognized unmet need remote spanish speaking employee u underutilized parallelism mexico u leveraging understanding u standard time zone similarity work ethic tele help delivers people skill u company require role : virtual dental assistant responsibility : sign practice software via log send bulk text message hygiene appointment call recall list patient existing patient schedule scheduling call list new patient lead hygiene appointment answering hour call weekend required skill : speaking writing english dental assistant related dentist filed dental experience preferred microsoft experience english speaking writing test sent application requirement : advanced english computer webcam mic strong wifi job type : full time pay : per month experience : dental assistant : year required language : advance english required license certification : english resume required work location : remote,"Job Information:
- Job Title: Dental Assistant
- Job Objective: To work remotely as a dental assistant for a US, Canadian, and UK-based company. The position involves various roles across North America and Europe, with a focus on providing skilled staff for dental practices.
- Responsibilities/Key Duties: Signing practice software, sending bulk text messages for hygiene appointments, calling and scheduling patients, answering calls, and maintaining a call list. Weekend availability is required.
- Qualifications/Requirements: Fluent in English, dental assistant experience preferred, familiarity with Microsoft software, and the ability to pass an English speaking and writing test.
- Preferred Skills/Experience: Advanced English language skills, computer proficiency, access to a webcam, microphone, and strong wifi.

About the Company and Compensation and Benefits:
- Company: The company is a Mexico-based business process organization (BPO) that partners with dental practices in the US and Europe. They recognized the need for remote Spanish-speaking employees and aim to leverage the similarities in time zones and work ethic.
- Compensation: The job is full-time and pays a monthly salary.
- Additional Perks: No information provided."
121652,empres gesti n inmobiliari busc agent atenci n client biling ingl s espa ol empres gesti n inmobiliari sed louisvill kentucky eeuu prefer experient supervisi n equip limpiez manten experient sector hoteler respons : especial control calid propiedad respons manej limpiador personal manten jug papel crucial manten gesti n propiedad carg principal objet ser garantiz propiedad est n bien manten segur present inquilin propietari supervis equip limpiador personal manten coordin activ asegur ndos tod tar manten llev cab form eficient alto nivel calid tar : ayud regular personal manten inspeccion propiedad identific neces manten problem limpiez problem segur organiz repar trabaj manten trav s equip intern contrat extern funci n alcanc complej tar garantiz trabaj manten realic tiemp cumpl norm calid supervis limpiez unidad desocup zon comun servici compart manten aspect impec llev registr inventari suministr limpiez herramient equip asegur ndos est n bien surt f cilment dispon equip atend solicitud manten inquilin prontitud eficaci asegur ndos problem resuelv satisfactori manten comunicaci n abiert propietari proporcion ndol informaci n actualiz activ manten respond preocup cualif requisit : habl ingl s espa ol fluidez experient demostr gesti n propiedad prefer experient supervisi n equip limpiez manten gran capac organizaci n gesti n tiemp prioriz tar form eficaz conoc manten propiedad t cnic limpiez tar b sic manit excelent habil comunicaci n interpersonal coordinaci n eficaz equip interacci n inquilin propietari capac manej resolv conflict problem pued surg dentr equip inquilin propietari familiar control inventari horari trabaj am pm est tip puest : tiemp complet salari : mes horari : diurn hor extra inclu fin seman rotat turn hor prestacion : aument salarial horari flexibl educaci n : secundari termin deseabl experient : atenci n client : nbsp deseabl idiom : ingl s obligatori lug trabaj : remot,"Job Information:
- Job Title: Agent Atención al Cliente Bilingüe (Bilingual Customer Service Agent)
- Job Objective: Provide excellent customer service and ensure the proper maintenance and cleanliness of properties.
- Responsibilities/Key Duties: Supervise cleaning team, maintain cleanliness standards, inspect properties, identify maintenance needs, coordinate internal and external repairs, ensure inventory of cleaning supplies and equipment, respond to tenant maintenance requests promptly and efficiently.
- Qualifications/Requirements: Fluent in English and Spanish, experience in property management, experience in supervising cleaning teams, strong organizational and time management skills, knowledge of property maintenance techniques, excellent communication and interpersonal skills, ability to resolve conflicts and handle tenant and owner interactions.

About the company and Compensation and Benefits:
- Company Name: Empres Gestión Inmobiliaria
- Location: Louisville, Kentucky, USA
- Culture/Values/Mission: Not mentioned
- Compensation: Monthly salary, full-time position
- Benefits: Flexible working hours, salary increase, inclusive of overtime and weekend shifts."
122064,postscript redefining marketing ecommerce company introducing sm entirely new channel ecommerce store engage retain convert customer base brand seeing huge roi postscript backed greylock combinator top investor postscript growing fast looking remarkable people help build world class organization open working external agency role considering candidate based north america flow buildercome join flow builder team mission develop modular extensible integrated platform customer orchestrate entire business sm thread platform allows merchant get creative design sm interaction subscriber engaging conversational impactful business experiencing fast adoption product solving exciting scaling challenge come growth highly collaborative team focused creating best platform experience roleas staffbackend engineer flow builder team use expertise passion building scalable extensible distributed system help u enhance platform experience empower postscript team seamlessly build new feature flow builder platform technical leader set bar maintainability performance system given autonomy grow full potential work directly impact customer postscript bottom line staff backend engineer postscript highly skilled product minded engineer organizational wide impact empathetic leadership mentorship problem solving clear communication informed decision making part engineering leadership partner engineering manager product manager drive vision direction product codebase guide team weighing technical constraint business priority make necessary trade offs deliver customer value backend service million request day built rest apis asynchronous pipeline written python hosted aws ship code daily rapidly iteratively build world class feature attack technical debt architect scale passion building great product especially early stage company lead significant impact customer business addition opportunity help grow engineer solve challenging problem build architecture process scale position fully remote primary duty architect build highly available extensible scalable platform primitive rest apis external internal customer take ownership creative deep dive arbitrarily complex problem find appropriate path forward identify execute point scale order maximize throughput efficiency translate business opportunity unknown clearly defined architecture solution team implement work closely product design engineer team deliver high quality world class product lead group session actively ensure team guided product focused architecture implementation achieve goal coach mentor engineer coding best practice growth opportunity accountable communicating transparently proactively defining scope breaking estimating task risk change management requirement proven career software engineer building large scale high throughput backend application apis hand experience using python flask sqlalchemy plus saas experience preferred track record leading team project phase ambiguity challenge great result experience scaling platform product experiencing rapid internal external adoption experience building modular flexible architecture avoiding vendor lock maximizing readability extensibility experience relational database sql experience database modeling postgresql plus familiarity building application aws service maintaining high observability application excellent verbal written communication skill experience coaching mentoring onboarding engineer experience high growth early stage tech preferred love ability drive technical decision measuring trade offs including business priority technical need leverage technical expertise iterate deliver incremental improvement experience working others excellent team player collaborator passion early stage company opportunity responsible owning improving new fast growing platform empathy user strong attention detail remote work experience plus love u salary range,"Job Information:

The job opening is for a staff backend engineer position at a company called Postscript. The company is an ecommerce platform that is redefining marketing through a new channel called ecommerce store. The main objective of the position is to help build a world-class organization and enhance the platform experience for customers. The responsibilities include building scalable and extensible distributed systems, solving challenging technical problems, and architecting a highly available and scalable platform. The qualifications for the position include expertise in building large-scale backend applications, experience with Python, Flask, and SQLAlchemy, and familiarity with AWS services. The preferred skills and experience include SAAS experience, experience with relational databases and SQL, and experience in scaling platforms and products. The position offers a competitive salary range.

About the company and Compensation and Benefits:

Postscript is an ecommerce company backed by Greylock and Combinator, and it is growing rapidly. The company is looking for remarkable people to help build a world-class organization. The company values collaboration and creating the best platform experience for customers. The position is fully remote, and the company offers additional perks such as the opportunity to work with a highly collaborative team and the chance to have a significant impact on the customer's business. The compensation and benefits package includes a competitive salary range."
121654,unet unuestr equip busc talent experient consultor plan negoci asesor empres emprendedor red client ventur nivel nacional elaboraci n plan negoci van aterriz ide conceptual proces estrategi comercial model financier ventur prov herramient capacitaci n intern fin capacit line mayor part respnsabil aut aprendisaj herramient plan negoci ventur trat profsional cordial client dar seguimient proces generaci n documentaci n pol tic intern habil experient experient ecosistem emprendedor are desarroll negoci peferent desarroll plan negoci conoc vari siguient reas : model negoci canv talent human team building marketing comercial client oper proces model financier emprendedur tip puest : tiemp complet medi tiemp tempor salari : hor horari : turn hor lug trabaj : remot,"Job Information:
- Job Title: Experienced Business Consultant
- Job Objective: To provide consulting services and advice to entrepreneurs and businesses in developing and implementing business plans and strategies.
- Responsibilities/Key Duties: Elaborating business plans, conceptualizing and strategizing commercial processes, developing financial models, providing training and support to internal teams, generating documentation, and maintaining professional and cordial client relationships.
- Qualifications/Requirements: Strong experience in the entrepreneurial ecosystem, ability to develop business plans, knowledge in various areas such as human talent, team building, marketing, sales, operations, and financial modeling.
- Preferred Skills/Experience: Previous experience in business development and consulting, proficiency in the entrepreneurial ecosystem, and a strong ability to learn and adapt.

About the company and Compensation and Benefits:
- Company: Unet Unuestr Equip
- Location: National level
- Culture and Values: Not mentioned
- Compensation: Full-time, part-time, or temporary position with salary to be determined.
- Benefits: Remote work option."
121655,part telef nic m s nuev m xic : nuxib telecom int grat equip : ejecut vent telefon ip enlac dat ste emple ideal si : experient telefon agres comercial mast prospecci n persuas negoci perfil escolar : pasant titul lic administraci n mercadotecni inform tic telecomun carrer t cnic experient : experient vent telefon indispens experient vent telefon sip indispens conoc enlac voz dat indispens conoc troncal funcion respons prospecci n vent fri present ejecut propuest comercial seguimient client desarroll estrategi plan acci n cad vent cierr vent apoy seguimient canal distribuci n competent actitud servici client trabaj objet negociaci n aut organiz proactiv trabaj equip persuas ofrec sueld bas net mensual bas experient prestacion ley superior d as adici nal aguinald val despens comision cumplimient vent estabil laboral plan capacitaci n desarroll excelent ambient laboral horari labor : lun viern : : hrs interes cubr perfil favor envi cv actualiz corre mencion part superior escriben mayor inform tip puest : tiemp complet tiemp indetermin salari : mes horari : turn hor prestacion : tel fon empres trabaj cas val despens lug trabaj : remot,"Job Information:
Job Title: Ejecutivo de Ventas Telefónicas IP
Job Objective: Realizar ventas de equipos de telecomunicaciones integrados en la región de Nuevo México.
Responsibilities/Key Duties: Prospección y persuasión de clientes, negociación y cierre de ventas, desarrollo de estrategias y planes de acción, seguimiento a clientes y canal de distribución.
Qualifications/Requirements: Experiencia en ventas telefónicas, conocimiento en enlaces de voz y datos, conocimiento en troncales y funciones de telefonía IP.
Preferred Skills/Experience: Experiencia en ventas telefónicas SIP, habilidades de negociación, autorganización, proactividad, trabajo en equipo y actitud de servicio al cliente.

About the company and Compensation and Benefits:
Company: Nuxib Telecom
Location: Nuevo México
Additional perks: Sueldo base mensual, prestaciones de ley superiores, días adicionales de aguinaldo, vales de despensa, comisiones por cumplimiento de ventas, estabilidad laboral, plan de capacitación y desarrollo, excelente ambiente laboral."
121656,solicit docent impart clas alem n estudi egres titul ofrec trabaj cas horari flexibl capacitaci n constant pag hor adquir s experient mbit educ necesit profesor respons did ctic din mic apasion ense anza inform rh vanguardi academ gmail com tip puest : tiemp complet salari : hor horari : turn hor prestacion : apoy estudi descuent preci preferencial horari flexibl vacacion adicional permis goc sueld lug trabaj : remot,"Job Information:
- Job Title: Docent
- Job Objective: To impart classes and provide educational support to students.
- Responsibilities/Key Duties: Teaching, creating lesson plans, providing guidance and support to students, implementing teaching strategies, maintaining a dynamic and engaging classroom environment.
- Qualifications/Requirements: Must have a degree in education, teaching experience, dynamic and passionate about teaching, knowledge of educational principles and practices.
- Preferred Skills/Experience: Experience in teaching, ability to adapt to different learning styles, strong communication and interpersonal skills.

About the Company and Compensation and Benefits:
- Company Name: Vanguard Academy
- Location: Remote work
- Culture/Values: Not specified
- Compensation: Hourly pay, flexible working hours
- Additional Perks: Continuous training and development, discounted prices on educational resources, additional vacation days, study support."
121662,soc analyst t requisit : escolar : lic ing carrer af n tecnolog as informaci n experient : men experient rol simil soc conoc : sistem oper ejempl windows serv cent linux red cortafueg conoc pr ctic elastic stack elasticsearch kiban log management siem ejempl splunk qrad arcsight programaci n scripting python powershell preferent antivirus empresarial ids captur complet paquet an lisis amenaz host red proced supervisi n amenaz implement herramient monitorizaci n ms defend ms sentinel tip puest : tiemp complet salari : mes horari : lun viern prestacion : segur gast m dic segur gast m dic mayor segur vid lug trabaj : remot,"Job Information:
- Job Title: SOC Analyst
- Job Objective: The objective of the position is to analyze and respond to security incidents and threats in the company's network.
- Responsibilities/Key Duties: The responsibilities include monitoring and analyzing network traffic, investigating security incidents, implementing security measures, and conducting vulnerability assessments.
- Qualifications/Requirements: The required qualifications include a degree in Information Technology or a related field, experience in system administration, knowledge of operating systems such as Windows and Linux, familiarity with Elastic Stack and SIEM tools like Splunk and ArcSight, and programming/scripting skills in Python and PowerShell. Experience with enterprise antivirus and IDS is preferred.
- Preferred Skills/Experience: The preferred skills/experience include knowledge of threat analysis, host and network threat monitoring, and experience in implementing and monitoring security tools like Microsoft Defender and Azure Sentinel.

About the company and Compensation and Benefits:
- Company Name: Not mentioned
- Location: Not mentioned
- Culture/Values/Mission: Not mentioned
- Compensation: Salary per month
- Benefits: Medical expenses coverage, life insurance, remote work option."
121668,empres financ destin impuls desarroll pequ as median empres gran visi n haci futur quer part futur busc : anal negoci recopil interpret dat confiabl gobern ser utiliz mejor sistem product servici proces empres requisit : licenciatur termin experient posici n simil gener mejor aplic experient trabaj dentr sector financier experient usand herramient visualizaci n dat disponibil viaj eventual alto enfoqu result colaboraci n trabaj equip funcion : investig nuev desarroll tecnol gic contribu eficient sistem identific reas oportun sistem proces requer prepar inform dis proces sistem requer ofrec : horari : lun viern : : hrs remot prestacion ley atract esquem benefici desarroll profesional ubicaci n : wework am ric interes cubr perfil mand cv tip puest : tiemp complet tiemp indetermin salari : part mes horari : lun viern prestacion : trabaj cas vacacion adicional permis goc sueld lug trabaj : remot,"Job Information:
- Job Title: Business Analyst
- Job Objective: To contribute to the development and growth of small, medium, and large businesses by analyzing and interpreting reliable data and implementing effective systems and processes.
- Responsibilities/Key Duties: Gathering and interpreting data, identifying areas of improvement, collaborating with the team, researching and developing new technologies, and contributing to efficient systems.
- Qualifications/Requirements: Bachelor's degree, experience in a similar position within the financial sector, proficiency in data visualization tools, willingness to travel occasionally, and strong teamwork skills.
- Preferred Skills/Experience: Experience using visualization tools, availability for occasional travel, and a focus on results.

About the Company and Compensation and Benefits:
- Company: The hiring company is a financial services company focused on supporting the development of businesses.
- Location: The company is located at WeWork Americas.
- Culture/Values/Mission: No information provided.
- Compensation and Benefits: The job offers a competitive salary, full-time employment, remote work options, benefits as per labor laws, additional vacation days, and professional development opportunities."
122066,see twiliojoin team new business account executive nordic benelux hiringtwilio power real time business communication data solution help company developer worldwide build better application customer experience although headquartered san francisco journey becoming globally antiracist company support diversity equity inclusion wherever business employ thousand twilions worldwide looking builder creator visionary help fuel growth momentum jobthis position needed sell high value prospect existing customer arr k play key role growing twilio communication product business across nordic benelux responsible sourcing new high value customer well driving sale process internal lead qualifying new prospect handling deal closure responsibilitiesin role : responsible new customer acquisition driving earr specific set account maintaining highest level customer satisfaction master creating pricing proposal negotiating term managing contract process ideally also experience selling communication technical business audience building trust mutual respect technical customer peer passionate able think outside box extraordinary interpersonal communication skill make complex contractual technical financial detail sound simple able balance challenging priority handle multiple project deal time qualification applicant skill match job description exactly twilio value diverse experience industry encourage everyone meet required qualification apply desired qualification make strong candidate encourage applicant alternative experience also apply career starting hasnt followed traditional path dont let stop considering twilio always looking people bring something new table required : yearsof enterprise sale experience track record personally selling closing complex solution enterprise software company demonstrated success achieving quota consistent basis strong experience identifying mapping prospecting key account ability drive sale process internal lead qualifying new prospect handling deal closure presentation negotiation skill demonstrate strong track record earr realization knowledge dutch swedish language desired : ideally also experience selling business technical audience cpaas experience location role based remote uk remote ireland approximately travel anticipated offerthere many benefit working twilio including addition competitive pay thing like generous time ample parental wellness leave healthcare retirement saving program much offering vary location twilio think big like solve problem take initiative pitch needed always trying new thing thats seek colleague embody value something call twilio magic additionally empower employee build positive change community supporting volunteering donation effort youre ready unleash full potential best work best version apply role isnt youre looking please consider open position twilio proud equal opportunity employer twilio proud equal employment opportunity affirmative action employer discriminate based upon race religion color national origin sex including pregnancy childbirth reproductive health decision related medical condition sexual orientation gender identity gender expression age status protected veteran status individual disability genetic information political view activity applicable legally protected characteristic also consider qualified applicant criminal history consistent applicable federal state local law additionally twilio participates e verify program certain location required law twilio committed providing reasonable accommodation qualified individual disability disabled veteran job application procedure need assistance accommodation due disability please contact u email protected,"Job Information:
The job opening is for a New Business Account Executive position at Twilio, a company that specializes in real-time business communication data solutions. The objective of the position is to sell high-value prospects and existing customers on Twilio's communication products. The responsibilities include acquiring new customers, driving revenue, maintaining customer satisfaction, and managing the sales process. The ideal candidate should have a track record of enterprise sales experience, success in achieving quotas, and strong presentation and negotiation skills. Knowledge of Dutch and Swedish languages is desired, and the position is based remotely in the UK or Ireland with some anticipated travel.

About the company and Compensation and Benefits:
Twilio is a globally antiracist company that supports diversity, equity, and inclusion. They are headquartered in San Francisco and have a mission to help companies and developers worldwide build better applications and customer experiences. Twilio values diverse experience and encourages applicants from all backgrounds. The compensation and benefits offered by Twilio include competitive pay, generous time off, parental and wellness leave, healthcare, and retirement savings programs. The specific benefits may vary based on location. Twilio is an equal opportunity employer and provides reasonable accommodations for individuals with disabilities."
