ids,batches,summaries
121644," ¿A quién estamos buscando? Con visión de negocios / emprendedor Gusto por las relaciones públicas y trato con las personas · Facilidad de palabra Motivadas y ambiciosas Experiencia en ventas (Deseable) Enfoque a resultados Alto rendimiento Altas expectativas económica Apasionadas por ayudar a las personas a proteger lo que mas importa  ¿Que ofrecemos?  Capacitación constante Respaldo comercial y operativo Bonos por resultados Home office Ganancias no topadas Viajes, reconocimientos y convenciones Convenciones Estabilidad y crecimiento laboral a corto plazo Estabilidad financiera  Tipo de puesto: Tiempo completo Salario: $18,000.00 - $20,000.00 al mes Prestaciones:  Horarios flexibles Trabajo desde casa  Tipos de compensaciones:  Bono anual Bono de productividad Bono mensual Bono trimestral  Experiencia:  Productos Financieros: 1&nbsp;año (Deseable) Ventas directas: 1&nbsp;año (Deseable)  Lugar de trabajo: Remote","Job Information:
- Job Title: Not specified
- Job Objective: The position requires someone with a business vision and entrepreneurial mindset, who enjoys public relations and interacting with people. The main objective is to protect what matters most to people.
- Responsibilities/Key Duties: The responsibilities include sales, focusing on achieving results and high performance. The candidate should have experience in sales, although it is not specified in what industry.
- Qualifications/Requirements: The desired qualifications include motivation, ambition, good communication skills, and a desire to help people. Experience in sales and achieving high economic expectations is preferred.
- Preferred Skills/Experience: Not specified

About the company and Compensation and Benefits:
- Company Name: Not specified
- Location: Remote
- Culture/Values/Mission: Not specified
- Compensation and Benefits: The job offers constant training, commercial and operational support, bonuses based on results, the possibility of working from home, uncapped earnings, travel opportunities, recognition, and conventions. The job also offers stability and growth in the short term, as well as financial stability."
121645,"  Mexico, Remote  Job ID R0000013387  Category Project Leadership       ABOUT THIS ROLE   Thank you for your interest in Parexel.  We´ll be happy to connect with you  #LI-REMOTE   ","Job Information:
- Job Title: Project Leadership
- Job Objective: The objective of this position is to provide project leadership and management for assigned projects.
- Responsibilities/Key Duties: The responsibilities include overseeing project timelines, budgets, and resources, ensuring project deliverables are met, managing project teams, and communicating with stakeholders.
- Qualifications/Requirements: The specific qualifications and requirements for this position are not mentioned in the provided information.
- Preferred Skills/Experience: The preferred skills and experience for this position are not mentioned in the provided information.

About the Company and Compensation and Benefits:
- Company Name: Parexel
- Location: Mexico (Remote)
- Culture, Values, or Mission: No information provided.
- Compensation and Benefits: No information provided."
121646, + 5 years of clinical research experience and/or study management/startup project manager experience. The Country Trials Manager is responsible for study… PostedHoy·más...,"Job Information:
The job title is ""Country Trials Manager"" and the job objective is to manage clinical research studies or startup projects. The position requires a minimum of 5 years of clinical research experience or study management/startup project manager experience. The key duties of the role include overseeing and managing clinical research studies, ensuring compliance with regulations, coordinating with study teams, and reporting study progress. The qualifications/requirements for the position are not specified in the given information.

About the company and Compensation and Benefits:
No information about the hiring company, location, culture, values, or mission is provided. There is also no mention of compensation and benefits associated with the job."
121648," Mirai Advisory es una firma global dedicada a ofrecer soluciones tecnológicas y de datos a los equipos de riesgos financieros, regulación y ALM (asset &amp; liability management) de los principales bancos y fintechs globales. Nuestro modelo destaca por su especialización, capacidades integrales end-to-end, orientación a resolver problemas y mentalidad de crecimiento.    Buscamos un Manager Funcional proactivo y creativo que lidere los proyectos de la compañía con sus clientes en México, Estados Unidos y Brasil, y que colabore en el desarrollo de nuevas oportunidades en estos mercados.    Manager Funcional   ¿Cuáles son los requerimientos?    Licenciatura en Ingeniería, Estadística, Contabilidad, Finanzas o Actuaría. 7+ años de experiencia trabajando en consultoría con clientes financieros. 2+ años de experiencia trabajando en posición de supervisor o manager. Experiencia trabajando en proyectos de tecnología y operaciones en banca, específicamente en riesgos financieros, ALM (Asset and Liability Management) y/o regulación bancaria y financiera. Experiencia en liderazgo, gestión y desarrollo de equipos Experiencia en gestión de proyectos multidisciplinares y en afrontar nuevos retos en contextos inciertos.  Capacidad de establecer relaciones y colaboraciones a largo plazo. Nivel de Inglés avanzado C1+     Deseable    Maestría en disciplina cuantitativa o finanzas. Certificación FRM, CFA, o PMP. Experiencia trabajando en proyectos relacionados con tecnologías big data y cloud. Experiencia en proyectos relacionados con Foreign Exchange. Relaciones y potenciales clientes en el sector financiero.     ¿Cuáles serán sus responsabilidades?    Liderar proyectos de transformación tecnológica y de datos en bancos y fintechs líderes en México, Estados Unidos y Brasil. Asegurar la calidad de los proyectos, la rentabilidad de los mismos y el desarrollo de negocio en los clientes servidos, aprovechando todos los recursos disponibles en la compañía.  Contribuir al crecimiento del equipo de Mirai en la región y al crecimiento profesional del equipo actual, en estrecha colaboración con el departamento de Personas de la compañía","Job Information:
- Job Title: Manager Funcional
- Job Objective: To lead projects of technological and data transformation in banks and fintechs in Mexico, the United States, and Brazil. Ensure project quality, profitability, and business development in served clients, utilizing all available company resources. Contribute to the growth of the Mirai team in the region and the professional growth of the current team, in close collaboration with the company's People department.
- Responsibilities/Key Duties: Leading projects of technological and data transformation in banks and fintechs. Ensuring project quality, profitability, and business development. Contributing to the growth of the Mirai team in the region and the professional growth of the current team.
- Qualifications/Requirements: Bachelor's degree in Engineering, Statistics, Accounting, Finance, or Actuarial Science. 7+ years of experience working in consulting with financial clients. 2+ years of experience working in a supervisor or manager position. Experience working on technology and operations projects in banking, specifically in financial risks, ALM, and/or banking and financial regulation. Experience in leadership, team management, and development. Experience in managing multidisciplinary projects and facing new challenges in uncertain contexts. Advanced level of English (C1+).
- Preferred Skills/Experience: Master's degree in a quantitative discipline or finance. Certification in FRM, CFA, or PMP. Experience working on projects related to big data and cloud technologies. Experience in projects related to Foreign Exchange. Relationships and potential clients in the financial sector.

About the company and Compensation and Benefits:
- Company: Mirai Advisory
- Description: A global firm dedicated to offering technological and data solutions to financial risk, regulation, and ALM teams of"
121649," DESCRIPTION  Are you an experienced Product Manager with a passion for driving innovation and delivering exceptional results? If youre seeking a challenging opportunity to lead and shape digital products, we have the perfect role for you! We are currently looking for a Senior Product Manager to join our dynamic team at EPAM.   As a liaison between our team and our clients business, IT, and product management organizations, you will play a pivotal role in fostering productive relationships and delivering outstanding solutions. Join us and be a part of an innovative and collaborative environment where your skills and expertise will make a significant impact. Candidates who are fluent in English are encouraged to apply. Lets create a brighter digital future together!   EPAM is a leading global provider of digital platform engineering and development services. We are committed to having a positive impact on our customers, our employees, and our communities. We embrace a dynamic and inclusive culture. Here you will collaborate with multi-national teams, contribute to a myriad of innovative projects that deliver the most creative and cutting-edge solutions, and have an opportunity to continuously learn and grow. No matter where you are located, you will join a dedicated, creative, and diverse community that will help you discover your fullest potential.   RESPONSIBILITIES   Be the liaison between EPAM team and the client’s business, IT and product management organizations, fostering a productive and collaborative relationship  Establish effective collaboration between different roles and practices inside EPAM, including account management, delivery management, design, and business consulting organizations  Identify, track, and realize business value opportunities for clients. Align the product vision with the companys strategy and business objectives, working closely with client leadership teams  Develop, manage, and maintain a long-term product roadmap that outlines future releases, initiatives, and capabilities  Translate business capabilities into target product features  Recommend and document requirements for product capabilities, supported by market research and regular interaction with clients and customers  Manage product milestones and effectively communicate them to all relevant stakeholders  Facilitate and guide discussions between various product stakeholders, promoting understanding of product capabilities, responsibilities, expected outcomes, values, and priorities  Drive team alignment and buy-in for the overarching Product vision. Conduct product demos and workshops to showcase features and capabilities to stakeholders and users  Assess competitive products and trends to inform product decisions and positioning  Establish metrics to measure the effectiveness and success of product releases  Coach and mentor junior product managers, setting a positive example for team collaboration, problem-solving, and product-centric thinking   REQUIREMENTS   8+ years of experience as a Product Manager in the software industry, with demonstrated experience","Job Information:
- Job Title: Senior Product Manager
- Job Objective: Lead and shape digital products, foster productive relationships, and deliver outstanding solutions
- Responsibilities/Key Duties: 
  - Act as a liaison between EPAM team and client's business, IT, and product management organizations
  - Establish collaboration between different roles and practices within EPAM
  - Identify and realize business value opportunities for clients
  - Develop and maintain a long-term product roadmap
  - Translate business capabilities into product features
  - Recommend requirements for product capabilities based on market research and client interaction
  - Manage product milestones and communicate them to stakeholders
  - Facilitate discussions between product stakeholders
  - Drive team alignment and buy-in for the product vision
  - Assess competitive products and trends
  - Establish metrics to measure product effectiveness
  - Coach and mentor junior product managers
- Qualifications/Requirements: 8+ years of experience as a Product Manager in the software industry

About the company and Compensation and Benefits:
- Company: EPAM (leading global provider of digital platform engineering and development services)
- Location: Not specified
- Culture and Values: Embrace a dynamic and inclusive culture, collaborate with multi-national teams, contribute to innovative projects, continuous learning and growth
- Compensation and Benefits: Not specified"
121650,"** If you are not a DENTAL ASSISTANT, please do not apply for this position** Do you desire to work remotely for United States, Canadien, and UK-based companies? We are looking for English Speaking Mexico-based Dental Assistant to work in various roles across North America and Europe. Tele-Help is Mexico &amp; Las Vegas-based business process organization (BPO); we focus on providing skilled staff to our partners in the United States and Europe. The Founder recognized an unmet need for remote Spanish-speaking employees in the U.S and the underutilized parallelism between Mexico and the U.S. Leveraging the understanding of the U.S, standard time zones, and similarity in work ethic, Tele-Help delivers the people and skills U.S companies require. The Role: Virtual Dental Assistant Responsibilities:  Sign in to our practice software via log-in and send bulk text messages for hygiene appointments. Call the recall list of patients of our EXISTING PATIENTS to schedule them in for scheduling. Call a list of NEW PATIENTS leads for hygiene appointments. Answering after-hours calls and on weekends.  Required Skills:  Speaking and writing in English Dental Assistant or related dentist filed. Dental experience preferred Microsoft experience  English speaking and writing tests will be sent after the application. Requirements: Advanced English. Computer with webcam, mic, and strong wifi Job Type: Full-time Pay: $15,000.00 per month Experience:  Dental Assistant: 1 year (Required)  Language:  Advance English (Required)  License/Certification:  English Resume (Required)  Work Location: Remote","Job Information:
- Job Title: Dental Assistant
- Job Objective: To work remotely as an English-speaking Dental Assistant for United States, Canadian, and UK-based companies.
- Responsibilities/Key Duties: Signing in to practice software, sending bulk text messages for hygiene appointments, scheduling existing patients, calling new patient leads, answering after-hours calls and on weekends.
- Qualifications/Requirements: Speaking and writing in English, dental assistant or related dentist field experience, Microsoft experience.
- Preferred Skills/Experience: Dental experience.

About the company and Compensation and Benefits:
- Company Name: Tele-Help
- Location: Mexico and Las Vegas
- Culture/Values/Mission: Tele-Help is a Mexico and Las Vegas-based BPO that provides skilled staff to partners in the United States and Europe. The founder recognized the need for remote Spanish-speaking employees in the U.S and leverages the parallelism between Mexico and the U.S in terms of time zones and work ethic.
- Compensation: $15,000.00 per month
- Additional Perks: Remote work opportunity."
121652,"Somos una empresa de gestión inmobiliaria que busca un Agente de Atención al cliente Bilingüe (Inglés y Español) para empresa de gestión inmobiliaria, con sede en Louisville, Kentucky, EEUU. Preferiblemente con experiencia en supervisión de equipos de limpieza y mantenimiento, o experiencia en el sector hotelero. Responsabilidades: Como Especialista en Control de Calidad y Propiedades, responsable del manejo de limpiadores y personal de mantenimiento, jugará un papel crucial en el mantenimiento y gestión de las propiedades a su cargo. Su principal objetivo será garantizar que las propiedades estén bien mantenidas, seguras y presentables tanto para los inquilinos como para los propietarios. Supervisará a un equipo de limpiadores y personal de mantenimiento, coordinando sus actividades y asegurándose de que todas las tareas de mantenimiento se llevan a cabo de forma eficiente y con un alto nivel de calidad. Tareas:  Ayudar regularmente al personal de mantenimiento a inspeccionar las propiedades para identificar las necesidades de mantenimiento, los problemas de limpieza y los problemas de seguridad. Organizar las reparaciones y los trabajos de mantenimiento, ya sea a través del equipo interno o de contratistas externos, en función del alcance y la complejidad de las tareas. Garantizar que todos los trabajos de mantenimiento se realicen a tiempo y cumplan las normas de calidad. Supervisar la limpieza de las unidades desocupadas, las zonas comunes y todos los servicios compartidos para mantener un aspecto impecable. Llevar un registro del inventario de suministros de limpieza, herramientas y equipos, asegurándose de que estén bien surtidos y fácilmente disponibles para el equipo. Atender las solicitudes de mantenimiento de los inquilinos con prontitud y eficacia, asegurándose de que los problemas se resuelven satisfactoriamente. Mantener una comunicación abierta con los propietarios, proporcionándoles información actualizada sobre las actividades de mantenimiento y respondiendo a sus preocupaciones.  Cualificaciones y requisitos:  Hablar inglés y español con fluidez Experiencia demostrada en gestión de propiedades, prefer","Job Information:
- Job Title: Bilingual Customer Service Agent
- Job Objective: Responsible for managing and maintaining properties, ensuring they are well-maintained, safe, and presentable for tenants and owners.
- Responsibilities/Key Duties: 
  - Supervising cleaning and maintenance staff
  - Inspecting properties for maintenance needs, cleaning issues, and safety concerns
  - Organizing repairs and maintenance work
  - Ensuring timely completion of maintenance tasks
  - Overseeing cleaning of vacant units and common areas
  - Managing inventory of cleaning supplies and equipment
  - Addressing tenant maintenance requests promptly and effectively
  - Maintaining open communication with owners

Preferred Skills/Experience:
- Fluent in English and Spanish
- Experience in property management
- Experience in supervising cleaning and maintenance teams
- Experience in the hotel industry

About the Company and Compensation and Benefits:
- Company: Real estate management company
- Location: Louisville, Kentucky, USA
- No specific information provided about company culture, values, or mission
- Financial aspects and additional perks not mentioned"
122064,"Postscript is redefining marketing for ecommerce companies. By introducing SMS as an entirely new channel for ecommerce stores to engage, retain, and convert their customer base, brands are seeing huge ROI with Postscript. Backed by Greylock, Y Combinator and other top investors, Postscript is growing fast and looking for remarkable people to help build a world class organization. ** We are not open to working with external agencies on this role and are only considering candidates based in North America**About Flow BuilderCome join the Flow Builder team! Our mission is to develop a modular, extensible, and integrated platform for our customers to orchestrate their entire business through the SMS thread. Our platform allows merchants to get creative and design an SMS interaction with their subscribers that is engaging, conversational and impactful to their business. We are experiencing fast adoption of our product and are solving the exciting scaling challenges that come with that growth. We are a highly collaborative team that is focused on creating the best platform experience we can.About the roleAs a StaffBackend Engineer for the Flow Builder team you will use your expertise and passion for building scalable and extensible distributed systems to help us enhance our platform experience and empower all Postscript teams to seamlessly build new features into the Flow Builder platform. As a technical leader you will set the bar for the maintainability and performance of our systems. You will be given the autonomy to grow to your full potential and your work will directly impact our customers and Postscript’s bottom line.Staff Backend Engineers at Postscript are highly skilled product-minded engineers that have organizational wide impact through empathetic leadership, mentorship, problem solving, clear communication, and informed decision-making. As a part of Engineering Leadership you will partner with Engineering Managers and Product Managers to drive the vision and direction of our product and the codebase. You will guide your team in weighing technical constraints and business priorities to make the necessary trade-offs to deliver customer value. Our backend services millions of requests a day, and is built on REST APIs and asynchronous pipelines written in Python and hosted in AWS. We ship code daily to rapidly iteratively build world-class features, attack technical debt, and re-architect for scale.Your passion for building great products, especially in early-stage companies, will lead you to have a significant impact on both our customers and business. In addition, you will have the opportunity to help grow engineers, solve challenging problems, and build out architecture and processes as we scale. This position is fully remote.Primary Duties Architect and build highly available, extensible, and","Job Information:
- Job Title: Staff Backend Engineer
- Job Objective: Enhance the platform experience and empower all Postscript teams to build new features into the Flow Builder platform.
- Responsibilities/Key Duties: Architect and build highly available, extensible, and scalable backend systems. Set the bar for maintainability and performance. Provide empathetic leadership, mentorship, problem-solving, and clear communication. Partner with Engineering Managers and Product Managers to drive the vision and direction of the product and codebase. Weigh technical constraints and business priorities to deliver customer value. Ship code daily to rapidly iterate and build features, tackle technical debt, and re-architect for scale.
- Qualifications/Requirements: Expertise and passion for building scalable and extensible distributed systems. Experience with REST APIs and asynchronous pipelines written in Python. Ability to handle millions of requests per day. Strong product-minded engineering skills. 

About the company and Compensation and Benefits:
- Company: Postscript
- Location: Not specified
- Culture, Values, or Mission: Postscript is redefining marketing for ecommerce companies by introducing SMS as a new channel for engagement, retention, and conversion. The company is backed by Greylock, Y Combinator, and other top investors. They are focused on building a world-class organization.
- Compensation and Benefits: Not mentioned."
121654,"¡Unete a unuestro equipo! Buscamos tu talento y experiencia como_ Consultor en Plan de Negocios_ Asesorar a empresas y emprendedores de la red de clientes Venture Me a nivel nacional, en la elaboración de planes de negocio, que van desde aterrizar la idea conceptual, hasta los procesos, estrategia comercial y modelo financiero. Venture Me proveerá herramientas y capacitación interna para este fin. Las capacitaciones son en linea la mayor parte. Respnsabilidades  Auto aprendisaje en la herramientas de Planes de Negocio de Venture Me Trato profsional y cordial con los clientes Dar seguimiento a los procesos de generación de documentación y políticas internas.  Habilidades y experiencia Experiencia de 3 años en el ecosistema emprendedor y areas de desarrollo de negocio. Peferentemente en desarrollo de planes de negocio, con conocimiento en una o varias de las siguientes áreas:  Modelo de Negocio (Canvas) Talento Humano/Team Building Marketing/Comercial/Clientes Operaciones/Procesos Modelos Financieros Emprendedurismo  Tipo de puesto: Tiempo completo, Medio tiempo, Por temporada Salario: $250.00 - $500.00 la hora Horario:  Turno de 8 horas  Lugar de trabajo: Remote","Job Information:
- Job Title: Consultor en Plan de Negocios
- Job Objective: Asesorar a empresas y emprendedores en la elaboración de planes de negocio, desde la idea conceptual hasta el modelo financiero.
- Responsibilities/Key Duties: Auto aprendizaje en las herramientas de Planes de Negocio de Venture Me, trato profesional y cordial con los clientes, seguimiento a los procesos de generación de documentación y políticas internas.
- Qualifications/Requirements: Experiencia de 3 años en el ecosistema emprendedor y áreas de desarrollo de negocio, preferentemente en desarrollo de planes de negocio. Conocimiento en áreas como Modelo de Negocio (Canvas), Talento Humano/Team Building, Marketing/Comercial/Clientes, Operaciones/Procesos, Modelos Financieros y Emprendedurismo.
- Preferred Skills/Experience: Capacitación interna proporcionada por Venture Me, capacitaciones en línea.

About the company and Compensation and Benefits:
- Company: Venture Me
- Location: Remote
- Culture/Values/Mission: Not mentioned
- Compensation: Salary range of $250.00 - $500.00 per hour
- Benefits: Not mentioned"
121655,"¡Se parte de la Telefónica más nueva en México: Nuxiba Telecom! Intégrate a nuestro equipo como : EJECUTIVO DE VENTAS DE TELEFONÍA IP Y ENLACES DE DATOS. Éste es tu empleo ideal si:  Tienes experiencia en telefonía y eres agresivo comercialmente. Eres un master en prospección. Eres persuasivo y negociador.  PERFIL  Escolaridad: Pasante o titulado en Lic. en Administración, mercadotecnia, informática o telecomunicaciones (no carreras técnicas). Experiencia: 3 a 5 años de experiencia en ventas de Telefonía. INDISPENSABLE experiencia en ventas de telefonía SIP INDISPENSABLE conocimientos en enlaces de voz y datos INDISPENSABLE conocimientos en troncales.  FUNCIONES Y RESPONSABILIDADES  Prospección Ventas en Frio Presentaciones ejecutivas Propuestas comerciales Seguimiento a clientes Desarrollo de estrategias y planes de acción para cada una de las ventas Cierre de venta Apoyo y seguimiento a canales de distribución  COMPETENCIAS  Actitud de servicio al cliente Trabajo por objetivos Negociación Auto organizado Proactivo Trabajo en equipo Persuasivo  OFRECEMOS  Sueldo base neto mensual (Con base en experiencia) Prestaciones de ley y superiores. Días adiciónales de aguinaldo. Vales de despensa. Comisiones por cumplimiento de venta. Estabilidad laboral. Planes de Capacitación y Desarrollo. Excelente ambiente laboral Horario de labores: Lunes a Viernes de 9:00 a 18:00hrs.  Interesados que cubran el perfil por favor enviar su CV actualizado al correo mencionado en la parte superior. Escribenos para mayores informes al 55*12*95*93*11* Tipo de puesto: Tiempo completo, Por tiempo indeterminado Salario: $35,000.00 al mes Horario:  Turno de 8 horas  Prestaciones:  Teléfono de la empresa Trabajo desde casa Vales de despensa  Lugar de trabajo: Remote","Job Information:
- Job Title: EJECUTIVO DE VENTAS DE TELEFONÍA IP Y ENLACES DE DATOS
- Job Objective: Sales of IP telephony and data links
- Responsibilities/Key Duties: Prospecting, cold calling, executive presentations, commercial proposals, customer follow-up, development of strategies and action plans, closing sales, support and follow-up of distribution channels
- Qualifications/Requirements: Bachelor's degree in Administration, Marketing, Informatics, or Telecommunications (non-technical degrees), 3-5 years of experience in telephone sales, experience in SIP telephony, knowledge of voice and data links, knowledge of trunks
- Preferred Skills/Experience: Customer service attitude, goal-oriented, negotiation skills, self-organized, proactive, team player, persuasive

About the company and Compensation and Benefits:
- Company: Nuxiba Telecom
- Location: Remote
- Compensation: Monthly net base salary based on experience ($35,000.00), additional benefits include legal and superior benefits, additional days of Christmas bonus, meal vouchers, commissions for sales achievement, job stability, training and development plans, excellent work environment
- Additional perks: Company phone, work from home option"
121656,"Solicitamos Docentes para impartir clases de Alemán. Sea estudiante, egresado o titulado. OFRECEMOS ✓Trabajo desde Casa ✓Horarios flexibles ✓Capacitación constante ✓Pago por hora ✓Adquirirás experiencia en el ámbito educativo Necesitamos profesor responsable, didáctico y dinámico, apasionado por la enseñanza Informes al 3326648800 rh.vanguardia.academica@gmail.com Tipo de puesto: Tiempo completo Salario: $120.00 la hora Horario:  Turno de 8 horas  Prestaciones:  Apoyo para estudios Descuentos y precios preferenciales Horarios flexibles Vacaciones adicionales o permisos con goce de sueldo  Lugar de trabajo: Remote","Job Information:
- Job Title: Docente de Alemán (German Teacher)
- Job Objective: Impartir clases de Alemán (Teach German classes)
- Responsibilities/Key Duties: Ser responsable, didáctico y dinámico, apasionado por la enseñanza (Be responsible, didactic and dynamic, passionate about teaching)
- Qualifications/Requirements: Sea estudiante, egresado o titulado (Be a student, graduate or have a degree)
- Preferred Skills/Experience: Adquirirás experiencia en el ámbito educativo (You will gain experience in the educational field)

About the Company and Compensation and Benefits:
- Company Name: Vanguardia Academica
- Location: Remote
- Compensation: Pago por hora ($120.00 la hora)
- Benefits: Trabajo desde Casa (Work from home), Horarios flexibles (Flexible hours), Capacitación constante (Continuous training), Apoyo para estudios (Support for studies), Descuentos y precios preferenciales (Discounts and preferential prices), Horarios flexibles (Flexible schedules), Vacaciones adicionales o permisos con goce de sueldo (Additional vacations or paid leave)"
121662,"SOC Analyst T3 Requisitos: Escolaridad: Lic. / Ing. en carrera afín con Tecnologías de información Experiencia: al menos 3 años de experiencia en roles similar en el SOC Conocimientos: - Sistemas operativos (por ejemplo, Windows Server, CentOS Linux). - Redes y cortafuegos. - Conocimiento práctico de Elastic Stack (Elasticsearch, Kibana) y Log Management/SIEM (por ejemplo, Splunk, QRadar, ArcSight). - Programación y scripting (Python y Powershell preferentemente). - Antivirus empresariales, IDS, captura completa de paquetes y análisis de amenazas de host/red. - Procedimientos de supervisión de amenazas. - implementando herramientas de monitorización. MS Defender, MS Sentinel Tipo de puesto: Tiempo completo Salario: $40,000.00 - $50,000.00 al mes Horario:  Lunes a viernes  Prestaciones:  Seguro de gastos médicos Seguro de gastos médicos mayores Seguro de vida  Lugar de trabajo: Remote","Job Information:
- Job Title: SOC Analyst T3
- Job Objective: The position requires at least 3 years of experience in similar roles in the SOC. The main responsibilities include monitoring threats, implementing monitoring tools, and analyzing host/network threats.
- Responsibilities/Key Duties: Monitoring threats, implementing monitoring tools, analyzing host/network threats.
- Qualifications/Requirements: Bachelor's degree in a related field with a focus on Information Technology. Knowledge of operating systems (e.g., Windows Server, CentOS Linux), networks and firewalls, Elastic Stack (Elasticsearch, Kibana), Log Management/SIEM (e.g., Splunk, QRadar, ArcSight), programming and scripting (preferably Python and PowerShell), enterprise antivirus, IDS, packet capture, and threat analysis.

Preferred Skills/Experience: Experience with MS Defender and MS Sentinel.

About the Company and Compensation and Benefits:
- Company Name: Not mentioned
- Location: Remote
- Compensation: Salary range of $40,000.00 - $50,000.00 per month
- Benefits: Medical expense insurance, major medical expense insurance, life insurance."
121668,"Somos una empresa financiera destinada a impulsar el desarrollo de las pequeñas y medianas empresas, con una gran visión hacia el futuro. Queremos que seas parte de ese futuro. Estamos buscando: Analista de negocios Recopila e interpreta datos confiables y gobernados para ser utilizados en mejorar los sistemas, productos, servicios y procesos de la empresa. Requisitos:  Licenciatura Terminada Experiencia de 3 años en posición similar, generando mejoras de aplicativos Experiencia trabajando dentro del sector financiero. Experiencia usando herramientas de visualización de datos Disponibilidad para viajes eventuales. Alto enfoque a resultados, colaboración y trabajo en equipo  Funciones:  Investigar nuevos desarrollos tecnológicos que contribuyan a la eficiencia de los sistemas. Identificar áreas de oportunidad en los sistemas, procesos o requerimientos Preparar informes sobre el diseño de los procesos, sistemas o requerimientos.  Ofrecemos:  Horario: lunes a viernes 8:30 a 17:30 hrs. Remoto Prestaciones de ley Atractivo esquema de beneficios Desarrollo profesional  Ubicación: WeWork Américas INTERESADOS QUE CUBRAN EL PERFIL MANDAR CV Tipo de puesto: Tiempo completo, Por tiempo indeterminado Salario: A partir de $20,000.00 al mes Horario:  Lunes a viernes  Prestaciones:  Trabajo desde casa Vacaciones adicionales o permisos con goce de sueldo  Lugar de trabajo: Remote","Job Information:
- Job Title: Business Analyst
- Job Objective: Collect and interpret reliable and governed data to improve the company's systems, products, services, and processes.
- Responsibilities/Key Duties: 
  - Gather and analyze data to identify areas for improvement in systems, processes, or requirements.
  - Research new technological developments to enhance system efficiency.
  - Prepare reports on process, system, or requirement design.
- Qualifications/Requirements: 
  - Completed Bachelor's degree.
  - 3 years of experience in a similar position, generating application improvements.
  - Experience working in the financial sector.
  - Experience using data visualization tools.
  - Availability for occasional travel.
  - Strong focus on results, collaboration, and teamwork.

About the Company and Compensation and Benefits:
- Company: A financial company dedicated to promoting the development of small and medium-sized enterprises.
- Location: WeWork Americas.
- Culture/Values/Mission: Not specified.
- Compensation and Benefits: 
  - Full-time, indefinite position.
  - Salary starting from $20,000.00 per month.
  - Remote work.
  - Legal benefits.
  - Attractive benefits scheme.
  - Professional development opportunities.
  - Additional vacation or paid leave."
122066,"See yourself at TwilioJoin the team as our New Business Account Executive Nordics Benelux.Who we are why we’re hiringTwilio powers real-time business communications and data solutions that help companies and developers worldwide build better applications and customer experiences.Although were headquartered in San Francisco, were on a journey to becoming a globally antiracist company that supports diversity, equity inclusion wherever we do business. We employ thousands of Twilions worldwide, and were looking for more builders, creators, and visionaries to help fuel our growth momentum.About the jobThis position is needed to sell into high value prospects and existing customers with ARR under $50k. You will play a key role in further growing Twilio’s Communication Products business across Nordics Benelux. You will be responsible for sourcing new, high value customers as well as driving the sales process from internal leads to qualifying new prospects and handling deals to closure.ResponsibilitiesIn this role, you’ll: Be responsible for new customer acquisition and driving EARR for a specific set of accounts while maintaining the highest levels of customer satisfaction. Master creating pricing proposals, negotiating terms and managing the contract process. Ideally, you also have experience selling communications to a technical and business audience, building trust and mutual respect with technical customers and peers. Are passionate about what you do and you are able to think outside of the box and have extraordinary interpersonal and communication skills to make complex contractual, technical, and financial details sound simple. Able to balance challenging priorities and handle multiple projects/deals at the same time. Qualifications Not all applicants will have skills that match a job description exactly. Twilio values diverse experiences in other industries, and we encourage everyone who meets the required qualifications to apply. While having “desired” qualifications make for a strong candidate, we encourage applicants with alternative experiences to also apply. If your career is just starting or hasnt followed a traditional path, dont let that stop you from considering Twilio. We are always looking for people who will bring something new to the table!Required: 7+ yearsof Enterprise Sales experience and a track record of personally selling and closing complex solutions to enterprise and software companies Demonstrated success by achieving quota on a consistent basis Strong experience identifying, mapping and prospecting key accounts Ability to drive the sales process from internal leads to qualifying new prospects and handling deals to closure Presentation and negotiation skills Demonstrate strong track record in eARR Realization Knowledge of Dutch or Swedish language Desired: Ideally, you also have experience selling both to a business and technical audience CPaaS experience Location This","Job Information:
- Job Title: New Business Account Executive Nordics Benelux
- Job Objective: Sell into high value prospects and existing customers, driving Twilio's Communication Products business across Nordics Benelux. Responsible for new customer acquisition, driving EARR for a specific set of accounts, and maintaining customer satisfaction.
- Responsibilities: Sourcing new, high value customers, qualifying new prospects, handling deals to closure, creating pricing proposals, negotiating terms, managing the contract process, selling to a technical and business audience, building trust with customers and peers, handling multiple projects/deals at the same time.
- Qualifications/Requirements: 7+ years of Enterprise Sales experience, track record of selling and closing complex solutions to enterprise and software companies, success in achieving quota, experience in identifying and prospecting key accounts, presentation and negotiation skills, knowledge of Dutch or Swedish language.

About the company and Compensation and Benefits:
- Company: Twilio, a company that powers real-time business communications and data solutions.
- Location: Headquarters in San Francisco, with a focus on becoming a globally antiracist company.
- Culture and Values: Supports diversity, equity, and inclusion. Looking for builders, creators, and visionaries to fuel growth momentum.
- Compensation and Benefits: Not mentioned in the provided job opening."
